Tracking Number,PC,RI,DRI,Length,Height,Width,Weight,Zone,Base Rate,Plus Rate
4202026000009246799000133703316498,4,PR,B,00000,00000,00000,1.59,04,1.57,
4202026000009246899000133711608223,4,PR,B,00000,00000,00000,10.81,01,2.18,
4202026000009246999000133705481836,4,PR,B,00000,00000,00000,0.27,01,1.34,
4202026000009247099000133701916270,4,PR,B,00000,00000,00000,14.57,01,2.49,
4202026000009247299000133778628701,4,PR,B,00000,00000,00000,14.26,04,3.59,
4202026000009247399000133771319971,4,PR,B,00000,00000,00000,10.17,03,2.44,
4202026000009247799000133792873105,4,PR,B,00000,00000,00000,12.0,04,3.23,
4202026000009267399000133713417968,4,PR,B,00000,00000,00000,9.24,04,2.79,
4202026000009267499000133749148765,4,PR,B,00000,00000,00000,11.83,01,2.27,
4202026000009241999000133730695961,5,PR,B,00000,00000,00000,2.64,05,1.9,
4202026000009242099000133782070540,5,PR,B,00000,00000,00000,5.37,01,1.75,
4202026000009242199000133743483066,5,PR,B,00000,00000,00000,1.22,01,1.42,
4202026000009242299000133775742062,5,PR,B,00000,00000,00000,11.85,01,2.27,
4202026000009242399000133713367352,5,PR,B,00000,00000,00000,1.23,01,1.42,
4202026000009242499000133753160237,5,PR,B,00000,00000,00000,3.85,01,1.63,
4202026000009242599000133744420871,5,PR,B,00000,00000,00000,13.35,04,3.44,
4202026000009242699000133762000422,5,PR,B,00000,00000,00000,1.04,01,1.4,
4202026000009242799000133709147305,5,PR,B,00000,00000,00000,2.71,03,1.62,
4202026000009242899000133711034726,5,PR,B,00000,00000,00000,2.66,03,1.61,
4202026000009243099000133749800353,5,PR,B,00000,00000,00000,13.14,05,4.22,
4202026000009243199000133726554961,5,PR,B,00000,00000,00000,9.85,05,3.5,
4202026000009243299000133757133104,5,PR,B,00000,00000,00000,5.63,01,1.77,
4202026000009243499000133772918465,5,PR,B,00000,00000,00000,14.01,01,2.44,
4202026000009243599000133752952015,5,PR,B,00000,00000,00000,4.53,03,1.82,
4202026000009243699000133756540715,5,PR,B,00000,00000,00000,8.04,01,1.96,
4202026000009243799000133738233768,5,PR,B,00000,00000,00000,4.56,01,1.68,
4202026000009243999000133799194591,5,PR,B,00000,00000,00000,7.55,03,2.15,
4202026000009244699000133763109887,5,PR,B,00000,00000,00000,2.56,03,1.6,
4202026000009244799000133729836666,5,PR,B,00000,00000,00000,9.18,01,2.05,
4202026000009244899000133745156807,5,PR,B,00000,00000,00000,5.4,03,1.91,
4202026000009244999000133709990333,5,PR,B,00000,00000,00000,1.09,01,1.41,
4202026000009245299000133778328100,5,PR,B,00000,00000,00000,13.26,03,2.78,
4202026000009245399000133772730426,5,PR,B,00000,00000,00000,2.99,01,1.56,
4202026000009245499000133776892987,5,PR,B,00000,00000,00000,5.02,03,1.87,
4202026000009245599000133705070787,5,PR,B,00000,00000,00000,7.85,01,1.95,
4202026000009245699000133797657190,5,PR,B,00000,00000,00000,10.18,01,2.13,
4202026000009245799000133710274098,5,PR,B,00000,00000,00000,4.56,01,1.68,
4202026000009245899000133791068547,5,PR,B,00000,00000,00000,12.76,01,2.34,
4202026000009245999000133721673764,5,PR,B,00000,00000,00000,6.93,04,2.42,
4202026000009246099000133745089328,5,PR,B,00000,00000,00000,12.97,05,4.19,
4202026000009246199000133708373945,5,PR,B,00000,00000,00000,0.71,03,1.4,
4202026000009246299000133753857427,5,PR,B,00000,00000,00000,13.1,01,2.37,
4202026000009246399000133714082190,5,PR,B,00000,00000,00000,4.39,04,2.02,
4202026000009246499000133722692143,5,PR,B,00000,00000,00000,6.17,01,1.81,
4202026000009246799000133769036236,5,PR,B,00000,00000,00000,9.94,05,3.52,
4202026000009246899000133723212721,5,PR,B,00000,00000,00000,2.13,05,1.79,
4202026000009246999000133767364709,5,PR,B,00000,00000,00000,1.32,01,1.43,
4202026000009247099000133753313674,5,PR,B,00000,00000,00000,2.11,03,1.55,
4202026000009247299000133726170869,5,PR,B,00000,00000,00000,6.72,04,2.39,
4202026000009247399000133758416793,5,PR,B,00000,00000,00000,12.92,05,4.18,
4202026000009247799000133739885462,5,PR,B,00000,00000,00000,12.52,01,2.32,
4202026000009267399000133775289200,5,PR,B,00000,00000,00000,9.79,05,3.48,
4202026000009267499000133761195738,5,PR,B,00000,00000,00000,3.1,03,1.66,
4202026000009241999000133780281105,5,PR,B,00000,00000,00000,1.0,01,1.4,
4202026000009242099000133793071261,5,PR,B,00000,00000,00000,10.05,03,2.43,
4202026000009242199000133747013905,5,PR,B,00000,00000,00000,6.33,01,1.83,
4202026000009242299000133790236754,5,PR,B,00000,00000,00000,7.59,01,1.93,
4202026000009242399000133792694394,5,PR,B,00000,00000,00000,1.88,04,1.62,
4202026000009242499000133787674445,5,PR,B,00000,00000,00000,3.32,01,1.59,
4202026000009242599000133797129213,5,PR,B,00000,00000,00000,1.14,04,1.5,
4202026000009242699000133756789189,5,PR,B,00000,00000,00000,3.74,03,1.73,
4202026000009242799000133747604021,5,PR,B,00000,00000,00000,6.28,03,2.01,
4202026000009242899000133782360839,5,PR,B,00000,00000,00000,13.07,03,2.76,
4202026000009243099000133770689683,5,PR,B,00000,00000,00000,8.96,04,2.74,
4202026000009243199000133786110725,5,PR,B,00000,00000,00000,9.81,01,2.1,
4202026000009243299000133711056917,5,PR,B,00000,00000,00000,1.49,03,1.48,
4202026000009243499000133786486235,5,PR,B,00000,00000,00000,12.32,01,2.31,
4202026000009243599000133707705401,5,PR,B,00000,00000,00000,8.21,04,2.63,
4202026000009243699000133792532605,5,PR,B,00000,00000,00000,9.73,01,2.1,
4202026000009243799000133763344088,5,PR,B,00000,00000,00000,12.59,03,2.7,
4202026000009243999000133777236421,5,PR,B,00000,00000,00000,14.63,03,2.93,
4202026000009244699000133727288462,5,PR,B,00000,00000,00000,12.57,01,2.33,
4202026000009244799000133760420842,5,PR,B,00000,00000,00000,11.61,04,3.17,
4202026000009244899000133751446797,5,PR,B,00000,00000,00000,5.61,05,2.56,
4202026000009244999000133718895279,5,PR,B,00000,00000,00000,14.31,04,3.6,
4202026000009245299000133734478349,5,PR,B,00000,00000,00000,3.9,04,1.94,
4202026000009245399000133750536813,5,PR,B,00000,00000,00000,4.69,01,1.7,
4202026000009245499000133769843193,5,PR,B,00000,00000,00000,8.46,03,2.25,
4202026000009245599000133754649768,5,PR,B,00000,00000,00000,2.54,01,1.52,
4202026000009245699000133746800561,5,PR,B,00000,00000,00000,9.42,01,2.07,
4202026000009245799000133779268192,5,PR,B,00000,00000,00000,10.87,01,2.19,
4202026000009245899000133786492409,5,PR,B,00000,00000,00000,9.81,01,2.1,
4202026000009245999000133785315819,5,PR,B,00000,00000,00000,2.71,03,1.62,
4202026000009246099000133785704284,5,PR,B,00000,00000,00000,1.75,03,1.51,
4202026000009246199000133779235202,5,PR,B,00000,00000,00000,0.24,05,1.37,
4202026000009246299000133717945143,5,PR,B,00000,00000,00000,10.33,01,2.15,
4202026000009246399000133744313558,5,PR,B,00000,00000,00000,7.44,03,2.14,
4202026000009246499000133777049854,5,PR,B,00000,00000,00000,12.36,01,2.31,
4202026000009246799000133749858095,5,PR,B,00000,00000,00000,7.32,05,2.94,
4202026000009246899000133701497973,5,PR,B,00000,00000,00000,5.45,01,1.76,
4202026000009246999000133762490960,5,PR,B,00000,00000,00000,13.77,03,2.83,
4202026000009247099000133784797456,5,PR,B,00000,00000,00000,9.98,05,3.53,
4202026000009247299000133781948265,5,PR,B,00000,00000,00000,10.83,04,3.04,
4202026000009247399000133722919429,5,PR,B,00000,00000,00000,7.69,01,1.94,
4202026000009247799000133781445623,5,PR,B,00000,00000,00000,1.48,04,1.56,
4202026000009267399000133730498628,5,PR,B,00000,00000,00000,7.39,05,2.95,
4202026000009267499000133720275319,5,PR,B,00000,00000,00000,13.55,01,2.4,
4202026000009241999000133736908821,3,PR,S,00000,00000,00000,5.56,00,1.24,
4202026000009242099000133713910683,3,PR,S,00000,00000,00000,14.42,00,1.81,
4202026000009242199000133702093731,3,PR,S,00000,00000,00000,8.96,00,1.46,
4202026000009242299000133729604617,3,PR,S,00000,00000,00000,6.71,00,1.31,
4202026000009242399000133780081979,3,PR,S,00000,00000,00000,11.48,00,1.62,
4202026000009242499000133788138136,3,PR,S,00000,00000,00000,5.91,00,1.26,
4202026000009242599000133762391091,3,PR,S,00000,00000,00000,5.31,00,1.22,
4202026000009242699000133700629575,3,PR,S,00000,00000,00000,12.06,00,1.66,
4202026000009242799000133767666304,3,PR,S,00000,00000,00000,4.81,00,1.19,
4202026000009242899000133737724419,3,PR,S,00000,00000,00000,13.41,00,1.75,
4202026000009243099000133770342901,3,PR,S,00000,00000,00000,7.93,00,1.39,
4202026000009243199000133748222624,3,PR,S,00000,00000,00000,0.51,00,0.91,
4202026000009243299000133788921221,3,PR,S,00000,00000,00000,11.24,00,1.6,
4202026000009243499000133795377338,3,PR,S,00000,00000,00000,4.71,00,1.18,
4202026000009243599000133782736722,3,PR,S,00000,00000,00000,1.7,00,0.98,
4202026000009243699000133757493282,3,PR,S,00000,00000,00000,8.04,00,1.4,
4202026000009243799000133739516118,3,PR,S,00000,00000,00000,10.0,00,1.52,
4202026000009243999000133782374608,3,PR,S,00000,00000,00000,0.2,00,0.89,
4202026000009244699000133797840068,3,PR,S,00000,00000,00000,3.59,00,1.11,
4202026000009244799000133763950578,3,PR,S,00000,00000,00000,8.05,00,1.4,
4202026000009244899000133776919508,3,PR,S,00000,00000,00000,7.08,00,1.33,
4202026000009244999000133797167407,3,PR,S,00000,00000,00000,6.42,00,1.29,
4202026000009245299000133708377231,3,PR,S,00000,00000,00000,3.6,00,1.11,
4202026000009245399000133703698045,3,PR,S,00000,00000,00000,12.99,00,1.72,
4202026000009245499000133781348928,3,PR,S,00000,00000,00000,7.72,00,1.38,
4202026000009245599000133736845193,3,PR,S,00000,00000,00000,13.8,00,1.77,
4202026000009245699000133754648247,3,PR,S,00000,00000,00000,6.52,00,1.3,
4202026000009245799000133704466795,3,PR,S,00000,00000,00000,3.25,00,1.09,
4202026000009245899000133723276426,3,PR,S,00000,00000,00000,14.2,00,1.8,
4202026000009245999000133723752660,3,PR,S,00000,00000,00000,13.94,00,1.78,
4202026000009246099000133707063897,3,PR,S,00000,00000,00000,10.58,00,1.56,
4202026000009246199000133778652293,3,PR,S,00000,00000,00000,5.09,00,1.2,
4202026000009246299000133726553495,3,PR,S,00000,00000,00000,5.6,00,1.24,
4202026000009246399000133776832539,3,PR,S,00000,00000,00000,0.16,00,0.88,
4202026000009246499000133781252288,3,PR,S,00000,00000,00000,7.0,00,1.33,
4202026000009246799000133789214315,3,PR,S,00000,00000,00000,2.51,00,1.04,
4202026000009246899000133736700530,3,PR,S,00000,00000,00000,10.54,00,1.56,
4202026000009246999000133763275100,3,PR,S,00000,00000,00000,12.19,00,1.67,
4202026000009247099000133724346762,3,PR,S,00000,00000,00000,11.32,00,1.61,
4202026000009247299000133770440479,3,PR,S,00000,00000,00000,1.44,00,0.97,
4202026000009247399000133708938311,3,PR,S,00000,00000,00000,5.1,00,1.21,
4202026000009247799000133701014482,3,PR,S,00000,00000,00000,4.4,00,1.16,
4202026000009267399000133788956099,3,PR,S,00000,00000,00000,10.34,00,1.55,
4202026000009267499000133735733024,3,PR,S,00000,00000,00000,6.73,00,1.31,
4202026000009241999000133714624186,3,PR,S,00000,00000,00000,4.85,00,1.19,
4202026000009242099000133713418439,3,PR,S,00000,00000,00000,10.25,00,1.54,
4202026000009242199000133751095404,3,PR,S,00000,00000,00000,1.93,00,1.0,
4202026000009242299000133737948257,3,PR,S,00000,00000,00000,6.92,00,1.32,
4202026000009242399000133720091100,3,PR,S,00000,00000,00000,0.74,00,0.92,
4202026000009242499000133733619377,3,PR,S,00000,00000,00000,4.08,00,1.14,
4202026000009242599000133789341682,3,PR,S,00000,00000,00000,2.7,00,1.05,
4202026000009242699000133734699102,3,PR,S,00000,00000,00000,9.61,00,1.5,
4202026000009242799000133799561806,3,PR,S,00000,00000,00000,9.02,00,1.46,
4202026000009242899000133780687517,3,PR,S,00000,00000,00000,3.81,00,1.12,
4202026000009243099000133734083621,3,PR,S,00000,00000,00000,9.32,00,1.48,
4202026000009243199000133719762170,3,PR,S,00000,00000,00000,8.06,00,1.4,
4202026000009243299000133775871227,3,PR,S,00000,00000,00000,7.76,00,1.38,
4202026000009243499000133797458100,3,PR,S,00000,00000,00000,11.29,00,1.61,
4202026000009243599000133724100190,3,PR,S,00000,00000,00000,8.66,00,1.44,
4202026000009243699000133766201481,3,PR,S,00000,00000,00000,0.84,00,0.93,
4202026000009243799000133745253527,3,PR,S,00000,00000,00000,9.53,00,1.49,
4202026000009243999000133798352224,3,PR,S,00000,00000,00000,5.22,00,1.21,
4202026000009244699000133794583873,3,PR,S,00000,00000,00000,2.06,00,1.01,
4202026000009244799000133704029494,3,PR,S,00000,00000,00000,10.15,00,1.53,
4202026000009244899000133771506088,3,PR,S,00000,00000,00000,4.78,00,1.18,
4202026000009244999000133732362878,3,PR,S,00000,00000,00000,7.5,00,1.36,
4202026000009245299000133735554302,3,PR,S,00000,00000,00000,12.61,00,1.69,
4202026000009245399000133735534028,3,PR,S,00000,00000,00000,6.4,00,1.29,
4202026000009245499000133795822627,3,PR,S,00000,00000,00000,12.18,00,1.67,
4202026000009245599000133742831126,3,PR,S,00000,00000,00000,0.76,00,0.92,
4202026000009245699000133711432720,3,PR,S,00000,00000,00000,11.03,00,1.59,
4202026000009245799000133796196518,3,PR,S,00000,00000,00000,12.95,00,1.72,
4202026000009245899000133774090406,3,PR,S,00000,00000,00000,11.01,00,1.59,
4202026000009245999000133738247125,3,PR,S,00000,00000,00000,9.55,00,1.49,
4202026000009246099000133716013311,3,PR,S,00000,00000,00000,14.52,00,1.82,
4202026000009246199000133799266391,3,PR,S,00000,00000,00000,14.05,00,1.79,
4202026000009246299000133771878273,3,PR,S,00000,00000,00000,0.18,00,0.89,
4202026000009246399000133754547143,3,PR,S,00000,00000,00000,1.02,00,0.94,
4202026000009246499000133726843294,3,PR,S,00000,00000,00000,8.96,00,1.46,
4202026000009246799000133754644894,3,PR,S,00000,00000,00000,11.06,00,1.59,
4202026000009246899000133796866754,3,PR,S,00000,00000,00000,1.1,00,0.95,
4202026000009246999000133753339743,3,PR,S,00000,00000,00000,8.76,00,1.44,
4202026000009247099000133767236577,3,PR,S,00000,00000,00000,13.03,00,1.72,
4202026000009247299000133742087656,3,PR,S,00000,00000,00000,5.0,00,1.2,
4202026000009247399000133749402231,3,PR,S,00000,00000,00000,11.25,00,1.61,
4202026000009247799000133750154875,3,PR,S,00000,00000,00000,13.95,00,1.78,
4202026000009267399000133758253898,3,PR,S,00000,00000,00000,12.81,00,1.71,
4202026000009267499000133788485056,3,PR,S,00000,00000,00000,9.81,00,1.51,
4202026000009241999000133742381280,4,PR,S,00000,00000,00000,1.49,00,0.97,
4202026000009242099000133764701090,4,PR,S,00000,00000,00000,5.4,00,1.23,
4202026000009242199000133716594800,4,PR,S,00000,00000,00000,14.04,00,1.79,
4202026000009242299000133751047234,4,PR,S,00000,00000,00000,3.81,00,1.12,
4202026000009242399000133701367659,4,PR,S,00000,00000,00000,3.04,00,1.07,
4202026000009242499000133733946764,4,PR,S,00000,00000,00000,1.96,00,1.0,
4202026000009242599000133742464977,4,PR,S,00000,00000,00000,5.2,00,1.21,
4202026000009242699000133783051314,4,PR,S,00000,00000,00000,1.4,00,0.97,
4202026000009242799000133783742710,4,PR,S,00000,00000,00000,10.44,00,1.55,
4202026000009242899000133734117197,4,PR,S,00000,00000,00000,1.5,00,0.97,
4202026000009243099000133732758276,4,PR,S,00000,00000,00000,7.31,00,1.35,
4202026000009243199000133765053389,4,PR,S,00000,00000,00000,4.13,00,1.14,
4202026000009243299000133782984320,4,PR,S,00000,00000,00000,7.89,00,1.39,
4202026000009243499000133741983580,4,PR,S,00000,00000,00000,4.63,00,1.17,
4202026000009243599000133707866724,4,PR,S,00000,00000,00000,5.98,00,1.26,
4202026000009243699000133733304961,4,PR,S,00000,00000,00000,2.29,00,1.02,
4202026000009243799000133777380669,4,PR,S,00000,00000,00000,2.87,00,1.06,
4202026000009243999000133733454211,4,PR,S,00000,00000,00000,14.76,00,1.83,
4202026000009244699000133705432894,4,PR,S,00000,00000,00000,3.91,00,1.13,
4202026000009244799000133751995154,4,PR,S,00000,00000,00000,3.88,00,1.13,
4202026000009244899000133752568414,4,PR,S,00000,00000,00000,4.23,00,1.15,
4202026000009244999000133707899271,4,PR,S,00000,00000,00000,14.42,00,1.81,
4202026000009245299000133714202759,4,PR,S,00000,00000,00000,1.41,00,0.97,
4202026000009245399000133747831196,4,PR,S,00000,00000,00000,6.77,00,1.31,
4202026000009245499000133704151170,4,PR,S,00000,00000,00000,1.11,00,0.95,
4202026000009245599000133737726027,4,PR,S,00000,00000,00000,5.05,00,1.2,
4202026000009245699000133750775978,4,PR,S,00000,00000,00000,1.21,00,0.95,
4202026000009245799000133764721225,4,PR,S,00000,00000,00000,8.69,00,1.44,
4202026000009245899000133723645583,4,PR,S,00000,00000,00000,4.99,00,1.2,
4202026000009245999000133719366208,4,PR,S,00000,00000,00000,6.35,00,1.29,
4202026000009246099000133798124675,4,PR,S,00000,00000,00000,13.45,00,1.75,
4202026000009246199000133783639286,4,PR,S,00000,00000,00000,12.46,00,1.68,
4202026000009246299000133724127494,4,PR,S,00000,00000,00000,4.13,00,1.14,
4202026000009246399000133717360508,4,PR,S,00000,00000,00000,10.53,00,1.56,
4202026000009246499000133733090794,4,PR,S,00000,00000,00000,11.03,00,1.59,
4202026000009246799000133733911438,4,PR,S,00000,00000,00000,2.28,00,1.02,
4202026000009246899000133706443829,4,PR,S,00000,00000,00000,7.73,00,1.38,
4202026000009246999000133735013454,4,PR,S,00000,00000,00000,12.58,00,1.69,
4202026000009247099000133739581441,4,PR,S,00000,00000,00000,9.64,00,1.5,
4202026000009247299000133763161795,4,PR,S,00000,00000,00000,14.12,00,1.79,
4202026000009247399000133757423628,4,PR,S,00000,00000,00000,2.46,00,1.03,
4202026000009247799000133738312558,4,PR,S,00000,00000,00000,9.25,00,1.48,
4202026000009267399000133709762967,4,PR,S,00000,00000,00000,9.49,00,1.49,
4202026000009267499000133774011105,4,PR,S,00000,00000,00000,5.42,00,1.23,
4202026000009241999000133725976983,4,PR,S,00000,00000,00000,7.35,00,1.35,
4202026000009242099000133700011222,4,PR,S,00000,00000,00000,2.15,00,1.01,
4202026000009242199000133775260872,4,PR,S,00000,00000,00000,0.21,00,0.89,
4202026000009242299000133759271856,4,PR,S,00000,00000,00000,9.05,00,1.46,
4202026000009242399000133779115733,4,PR,S,00000,00000,00000,2.45,00,1.03,
4202026000009242499000133768758671,4,PR,S,00000,00000,00000,14.6,00,1.82,
4202026000009242599000133797881237,4,PR,S,00000,00000,00000,3.47,00,1.1,
4202026000009242699000133768422216,4,PR,S,00000,00000,00000,5.09,00,1.2,
4202026000009242799000133731308273,4,PR,S,00000,00000,00000,14.0,00,1.78,
4202026000009242899000133724236780,4,PR,S,00000,00000,00000,8.91,00,1.45,
4202026000009243099000133765502266,4,PR,S,00000,00000,00000,6.9,00,1.32,
4202026000009243199000133782767290,4,PR,S,00000,00000,00000,13.05,00,1.72,
4202026000009243299000133709489536,4,PR,S,00000,00000,00000,1.14,00,0.95,
4202026000009243499000133766607517,4,PR,S,00000,00000,00000,9.38,00,1.48,
4202026000009243599000133766517375,4,PR,S,00000,00000,00000,0.09,00,0.88,
4202026000009243699000133772427554,4,PR,S,00000,00000,00000,2.77,00,1.05,
4202026000009243799000133784151159,4,PR,S,00000,00000,00000,8.14,00,1.4,
4202026000009243999000133708653164,4,PR,S,00000,00000,00000,14.04,00,1.79,
4202026000009244699000133703892116,4,PR,S,00000,00000,00000,6.07,00,1.27,
4202026000009244799000133763843233,4,PR,S,00000,00000,00000,1.5,00,0.97,
4202026000009244899000133761571752,4,PR,S,00000,00000,00000,3.32,00,1.09,
4202026000009244999000133799560442,4,PR,S,00000,00000,00000,5.4,00,1.23,
4202026000009245299000133793338700,4,PR,S,00000,00000,00000,11.18,00,1.6,
4202026000009245399000133789255016,4,PR,S,00000,00000,00000,0.5,00,0.91,
4202026000009245499000133779302262,4,PR,S,00000,00000,00000,7.04,00,1.33,
4202026000009245599000133727264882,4,PR,S,00000,00000,00000,2.82,00,1.06,
4202026000009245699000133754699711,4,PR,S,00000,00000,00000,9.59,00,1.5,
4202026000009245799000133744918159,4,PR,S,00000,00000,00000,12.35,00,1.68,
4202026000009245899000133720750373,4,PR,S,00000,00000,00000,7.62,00,1.37,
4202026000009245999000133726963745,4,PR,S,00000,00000,00000,9.09,00,1.46,
4202026000009246099000133774780562,4,PR,S,00000,00000,00000,2.15,00,1.01,
4202026000009246199000133775009935,4,PR,S,00000,00000,00000,3.33,00,1.09,
4202026000009246299000133773698322,4,PR,S,00000,00000,00000,4.49,00,1.17,
4202026000009246399000133775960199,4,PR,S,00000,00000,00000,12.18,00,1.67,
4202026000009246499000133766023911,4,PR,S,00000,00000,00000,4.05,00,1.14,
4202026000009246799000133796268356,4,PR,S,00000,00000,00000,1.76,00,0.99,
4202026000009246899000133774683665,4,PR,S,00000,00000,00000,6.05,00,1.27,
4202026000009246999000133737773180,4,PR,S,00000,00000,00000,7.17,00,1.34,
4202026000009247099000133735672925,4,PR,S,00000,00000,00000,2.39,00,1.03,
4202026000009247299000133712059107,4,PR,S,00000,00000,00000,9.6,00,1.5,
4202026000009247399000133741019234,4,PR,S,00000,00000,00000,3.97,00,1.13,
4202026000009247799000133707271121,4,PR,S,00000,00000,00000,8.44,00,1.42,
4202026000009267399000133722250578,4,PR,S,00000,00000,00000,10.61,00,1.56,
4202026000009267499000133719421885,4,PR,S,00000,00000,00000,12.94,00,1.72,
4202026000009241999000133762241661,5,PR,S,00000,00000,00000,7.04,00,1.33,
4202026000009242099000133705874558,5,PR,S,00000,00000,00000,11.94,00,1.65,
4202026000009242199000133700441288,5,PR,S,00000,00000,00000,5.29,00,1.22,
4202026000009242299000133798915956,5,PR,S,00000,00000,00000,1.15,00,0.95,
4202026000009242399000133771584903,5,PR,S,00000,00000,00000,4.75,00,1.18,
4202026000009242499000133795770480,5,PR,S,00000,00000,00000,8.66,00,1.44,
4202026000009242599000133772672692,5,PR,S,00000,00000,00000,9.28,00,1.48,
4202026000009242699000133761294431,5,PR,S,00000,00000,00000,11.17,00,1.6,
4202026000009242799000133708394826,5,PR,S,00000,00000,00000,2.65,00,1.05,
4202026000009242899000133712632503,5,PR,S,00000,00000,00000,1.26,00,0.96,
4202026000009243099000133701302410,5,PR,S,00000,00000,00000,9.09,00,1.46,
4202026000009243199000133749098341,5,PR,S,00000,00000,00000,12.75,00,1.7,
4202026000009243299000133741486199,5,PR,S,00000,00000,00000,4.62,00,1.17,
4202026000009243499000133789377873,5,PR,S,00000,00000,00000,12.19,00,1.67,
4202026000009243599000133727791539,5,PR,S,00000,00000,00000,14.04,00,1.79,
4202026000009243699000133789190311,5,PR,S,00000,00000,00000,1.9,00,1.0,
4202026000009243799000133713044726,5,PR,S,00000,00000,00000,2.41,00,1.03,
4202026000009243999000133786582346,5,PR,S,00000,00000,00000,1.86,00,0.99,
4202026000009244699000133754478271,5,PR,S,00000,00000,00000,2.11,00,1.01,
4202026000009244799000133741989834,5,PR,S,00000,00000,00000,8.86,00,1.45,
4202026000009244899000133753341566,5,PR,S,00000,00000,00000,3.47,00,1.1,
4202026000009244999000133719418970,5,PR,S,00000,00000,00000,12.54,00,1.69,
4202026000009245299000133773445328,5,PR,S,00000,00000,00000,8.35,00,1.42,
4202026000009245399000133774411266,5,PR,S,00000,00000,00000,14.49,00,1.82,
4202026000009245499000133728331627,5,PR,S,00000,00000,00000,6.12,00,1.27,
4202026000009245599000133773781572,5,PR,S,00000,00000,00000,11.39,00,1.61,
4202026000009245699000133796559915,5,PR,S,00000,00000,00000,6.21,00,1.28,
4202026000009245799000133795621240,5,PR,S,00000,00000,00000,7.86,00,1.38,
4202026000009245899000133719252378,5,PR,S,00000,00000,00000,4.96,00,1.2,
4202026000009245999000133746912481,5,PR,S,00000,00000,00000,2.43,00,1.03,
4202026000009246099000133794329060,5,PR,S,00000,00000,00000,10.39,00,1.55,
4202026000009246199000133743418863,5,PR,S,00000,00000,00000,5.3,00,1.22,
4202026000009246299000133723994045,5,PR,S,00000,00000,00000,7.06,00,1.33,
4202026000009246399000133717192423,5,PR,S,00000,00000,00000,8.07,00,1.4,
4202026000009246499000133783063347,5,PR,S,00000,00000,00000,3.03,00,1.07,
4202026000009246799000133707399415,5,PR,S,00000,00000,00000,1.4,00,0.97,
4202026000009246899000133717613420,5,PR,S,00000,00000,00000,13.13,00,1.73,
4202026000009246999000133775291330,5,PR,S,00000,00000,00000,4.88,00,1.19,
4202026000009247099000133708289944,5,PR,S,00000,00000,00000,13.47,00,1.75,
4202026000009247299000133733250892,5,PR,S,00000,00000,00000,6.62,00,1.3,
4202026000009247399000133780550804,5,PR,S,00000,00000,00000,4.55,00,1.17,
4202026000009247799000133788495438,5,PR,S,00000,00000,00000,4.77,00,1.18,
4202026000009267399000133786318210,5,PR,S,00000,00000,00000,2.51,00,1.04,
4202026000009267499000133776780704,5,PR,S,00000,00000,00000,1.95,00,1.0,
4202026000009241999000133769321556,5,PR,S,00000,00000,00000,8.41,00,1.42,
4202026000009242099000133737869958,5,PR,S,00000,00000,00000,13.88,00,1.78,
4202026000009242199000133739882797,5,PR,S,00000,00000,00000,12.37,00,1.68,
4202026000009242299000133783878291,5,PR,S,00000,00000,00000,6.94,00,1.33,
4202026000009242399000133705993771,5,PR,S,00000,00000,00000,11.52,00,1.62,
4202026000009242499000133765520924,5,PR,S,00000,00000,00000,11.43,00,1.62,
4202026000009242599000133740884523,5,PR,S,00000,00000,00000,3.23,00,1.08,
4202026000009242699000133787350160,5,PR,S,00000,00000,00000,10.22,00,1.54,
4202026000009242799000133775323989,5,PR,S,00000,00000,00000,0.42,00,0.9,
4202026000009242899000133706465961,5,PR,S,00000,00000,00000,0.56,00,0.91,
4202026000009243099000133796866549,5,PR,S,00000,00000,00000,4.84,00,1.19,
4202026000009243199000133774067374,5,PR,S,00000,00000,00000,7.81,00,1.38,
4202026000009243299000133733098422,5,PR,S,00000,00000,00000,5.47,00,1.23,
4202026000009243499000133750474957,5,PR,S,00000,00000,00000,6.73,00,1.31,
4202026000009243599000133754050355,5,PR,S,00000,00000,00000,9.34,00,1.48,
4202026000009243699000133786140926,5,PR,S,00000,00000,00000,2.45,00,1.03,
4202026000009243799000133729274232,5,PR,S,00000,00000,00000,13.76,00,1.77,
4202026000009243999000133745306468,5,PR,S,00000,00000,00000,7.22,00,1.34,
4202026000009244699000133757459911,5,PR,S,00000,00000,00000,3.03,00,1.07,
4202026000009244799000133755247232,5,PR,S,00000,00000,00000,2.34,00,1.03,
4202026000009244899000133767048647,5,PR,S,00000,00000,00000,9.97,00,1.52,
4202026000009244999000133789163937,5,PR,S,00000,00000,00000,12.43,00,1.68,
4202026000009245299000133770792159,5,PR,S,00000,00000,00000,8.42,00,1.42,
4202026000009245399000133722177540,5,PR,S,00000,00000,00000,13.64,00,1.76,
4202026000009245499000133761495414,5,PR,S,00000,00000,00000,3.42,00,1.1,
4202026000009245599000133734556284,5,PR,S,00000,00000,00000,10.22,00,1.54,
4202026000009245699000133736462916,5,PR,S,00000,00000,00000,1.18,00,0.95,
4202026000009245799000133722215134,5,PR,S,00000,00000,00000,13.33,00,1.74,
4202026000009245899000133700749622,5,PR,S,00000,00000,00000,13.75,00,1.77,
4202026000009245999000133778362313,5,PR,S,00000,00000,00000,2.53,00,1.04,
4202026000009246099000133770121123,5,PR,S,00000,00000,00000,1.0,00,0.94,
